uid,src_ip,dst_ip,service,flow_duration,fwd_pkts_tot,bwd_pkts_tot,fwd_data_pkts_tot,bwd_data_pkts_tot,fwd_pkts_per_sec,bwd_pkts_per_sec,flow_pkts_per_sec,down_up_ratio,fwd_header_size_tot,fwd_header_size_min,fwd_header_size_max,bwd_header_size_tot,bwd_header_size_min,bwd_header_size_max,flow_FIN_flag_count,flow_SYN_flag_count,flow_RST_flag_count,fwd_PSH_flag_count,bwd_PSH_flag_count,flow_ACK_flag_count,fwd_URG_flag_count,bwd_URG_flag_count,flow_CWR_flag_count,flow_ECE_flag_count,payload_bytes_per_second,fwd_init_window_size,bwd_init_window_size,fwd_last_window_size,bwd_last_window_size,traffic_direction,attack,attack_type,timestamp
a_C1yFSu1cMY3oDZZkS5,192.168.100.99,192.168.100.218,ssl,4.046436,80.0,81.0,22.0,62.0,19.770484,20.017615,39.788099,1.0125,2544.0,20.0,40.0,2600.0,32.0,40.0,2.0,2.0,2.0,22.0,62.0,158.0,0.0,0.0,0.0,0.0,149373.668417,64896.0,64320.0,0.0,622.0,client->server,attack,ssrf_https,2023-08-13 04:49:33
CmusSv3POpbp2eu4Ua,192.168.100.115,192.168.100.218,ssl,3.047501,67.0,67.0,15.0,54.0,21.985226,21.985226,43.970452,1.0,2128.0,20.0,40.0,2152.0,32.0,40.0,2.0,2.0,2.0,15.0,54.0,131.0,0.0,0.0,0.0,0.0,192999.110803,64896.0,64320.0,0.0,502.0,client->server,attack,ssrf_https,2023-09-07 14:13:45
a_CWo6Pa4qoZJz3Q4cRi,192.168.100.115,192.168.100.218,ssl,3.399197,79.0,78.0,22.0,62.0,23.240784,22.946597,46.187381,0.987342,2536.0,32.0,40.0,2504.0,32.0,40.0,2.0,2.0,0.0,22.0,62.0,156.0,0.0,0.0,0.0,0.0,161315.164161,64896.0,64320.0,4457.0,502.0,client->server,attack,ssrf_https,2023-07-17 04:21:46
CtFgiD1X8j1GERd7Ob,192.168.100.104,192.168.100.218,ssl,3.558947,88.0,90.0,29.0,66.0,24.726414,25.288378,50.014792,1.022727,2824.0,32.0,40.0,2888.0,32.0,40.0,2.0,2.0,0.0,29.0,66.0,177.0,0.0,0.0,0.0,0.0,153790.710208,64896.0,64320.0,3253.0,502.0,client->server,attack,ssrf_https,2023-09-06 18:41:35
C436Al2K6njazKIgQ3,192.168.100.104,192.168.100.218,ssl,3.591582,66.0,69.0,15.0,59.0,18.376304,19.211591,37.587895,1.045455,2120.0,32.0,40.0,2216.0,32.0,40.0,2.0,2.0,0.0,15.0,59.0,134.0,0.0,0.0,0.0,0.0,157937.095186,64896.0,64320.0,1899.0,502.0,client->server,attack,ssrf_https,2023-09-09 19:09:13
CZJmPX1flCYx8uvPjk,192.168.100.104,192.168.100.218,ssl,3.128772,64.0,67.0,25.0,45.0,20.455309,21.414152,41.869462,1.046875,2032.0,20.0,40.0,2152.0,32.0,40.0,2.0,2.0,2.0,25.0,44.0,128.0,0.0,0.0,0.0,0.0,62093.370414,64896.0,64320.0,0.0,777.0,client->server,attack,ssrf_https,2023-09-08 03:49:27
CU3Ooo4MaVOUgpFEqb,192.168.100.49,192.168.100.218,ssl,0.024461,9.0,7.0,3.0,3.0,367.932162,286.169459,654.101621,0.777778,296.0,32.0,40.0,232.0,32.0,40.0,2.0,2.0,0.0,3.0,3.0,15.0,0.0,0.0,0.0,0.0,129348.595534,64896.0,64320.0,502.0,502.0,client->server,attack,ssrf_https,2023-09-08 08:42:07
a_CbFpCQ1vlbNq0j18w4,192.168.100.115,192.168.100.218,ssl,2.834528,26.0,24.0,9.0,16.0,9.172603,8.467018,17.639621,0.923077,816.0,20.0,40.0,776.0,32.0,40.0,2.0,2.0,2.0,9.0,16.0,47.0,0.0,0.0,0.0,0.0,42679.416576,64896.0,64320.0,0.0,502.0,client->server,attack,ssrf_https,2023-07-17 16:35:56
CjlYBg3ecV7gGApMPg,192.168.100.104,192.168.100.218,ssl,2.964492,58.0,57.0,16.0,45.0,19.564903,19.227577,38.79248,0.982759,1864.0,32.0,40.0,1832.0,32.0,40.0,2.0,2.0,0.0,16.0,45.0,114.0,0.0,0.0,0.0,0.0,119836.717421,64896.0,64320.0,4369.0,502.0,client->server,attack,ssrf_https,2023-09-10 13:22:52
C2pmfs3kDxiZsFCqVi,192.168.100.49,192.168.100.218,ssl,2.825153,56.0,57.0,18.0,42.0,19.821936,20.175899,39.997836,1.017857,1800.0,32.0,40.0,1832.0,32.0,40.0,2.0,2.0,0.0,18.0,42.0,112.0,0.0,0.0,0.0,0.0,105752.861288,64896.0,64320.0,3897.0,502.0,client->server,attack,ssrf_https,2023-09-10 13:01:01
C42aS01i1PQbfBxs8d,192.168.100.115,192.168.100.218,ssl,0.036996,9.0,7.0,3.0,3.0,243.270281,189.210218,432.480499,0.777778,296.0,32.0,40.0,232.0,32.0,40.0,2.0,2.0,0.0,3.0,3.0,15.0,0.0,0.0,0.0,0.0,86009.55925,64896.0,64320.0,502.0,502.0,client->server,attack,ssrf_https,2023-09-07 13:53:29
a_CWrIqp2ueZ9zhfhx57,192.168.100.99,192.168.100.218,ssl,3.117055,72.0,81.0,21.0,66.0,23.098727,25.986067,49.084794,1.125,2288.0,20.0,40.0,2600.0,32.0,40.0,2.0,2.0,2.0,21.0,65.0,150.0,0.0,0.0,0.0,0.0,218122.879849,64896.0,64320.0,0.0,502.0,client->server,attack,ssrf_https,2023-07-11 09:02:49
C76OSC26XnXToL9RQ,192.168.100.104,192.168.100.218,ssl,0.005155,8.0,6.0,3.0,3.0,1551.937098,1163.952824,2715.889922,0.75,264.0,32.0,40.0,200.0,32.0,40.0,2.0,2.0,0.0,3.0,3.0,13.0,0.0,0.0,0.0,0.0,404861.590491,64896.0,64320.0,502.0,502.0,client->server,attack,ssrf_https,2023-09-07 23:42:17
a_Cl4opf2kKrosHousF7,192.168.100.104,131.173.16.37,ssl,0.643104,16.0,13.0,7.0,8.0,24.879332,20.214457,45.09379,0.8125,520.0,32.0,40.0,424.0,32.0,40.0,2.0,2.0,0.0,7.0,8.0,28.0,0.0,0.0,0.0,0.0,40826.984254,64896.0,28960.0,502.0,243.0,client->internet,attack,ssrf_https,2023-07-15 10:30:58
a_C85zpr3YyLHuGH9NPf,192.168.100.99,192.168.100.218,ssl,3.274565,86.0,88.0,31.0,61.0,26.263031,26.873799,53.136829,1.023256,2736.0,20.0,40.0,2824.0,32.0,40.0,2.0,2.0,2.0,31.0,60.0,171.0,0.0,0.0,0.0,0.0,93871.400244,64896.0,64320.0,0.0,502.0,client->server,attack,ssrf_https,2023-07-11 16:49:48
a_CkjituQT2hIL6nrBk,192.168.100.99,192.168.100.218,ssl,3.197438,57.0,53.0,22.0,36.0,17.826773,16.575771,34.402544,0.929825,1832.0,32.0,40.0,1704.0,32.0,40.0,2.0,2.0,0.0,22.0,36.0,109.0,0.0,0.0,0.0,0.0,45152.400117,64896.0,64320.0,1514.0,502.0,client->server,attack,ssrf_https,2023-07-11 07:54:23
C0LG9pZm9wSAIqpjl,192.168.100.49,192.168.100.218,ssl,3.561941,58.0,53.0,17.0,40.0,16.283257,14.879528,31.162785,0.913793,1864.0,32.0,40.0,1704.0,32.0,40.0,2.0,2.0,0.0,17.0,40.0,110.0,0.0,0.0,0.0,0.0,78542.571927,64896.0,64320.0,2123.0,502.0,client->server,attack,ssrf_https,2023-09-06 16:02:41
CNpFt01RBZSMuKesg8,192.168.100.104,192.168.100.218,ssl,2.920865,65.0,63.0,23.0,48.0,22.253683,21.568954,43.822637,0.969231,2064.0,20.0,40.0,2024.0,32.0,40.0,2.0,2.0,2.0,23.0,47.0,125.0,0.0,0.0,0.0,0.0,129329.162155,64896.0,64320.0,0.0,613.0,client->server,attack,ssrf_https,2023-09-10 13:23:09
CRRZs43dpbmJhmZJD4,192.168.100.104,192.168.100.218,ssl,0.00467,9.0,7.0,3.0,3.0,1927.135797,1498.883398,3426.019195,0.777778,296.0,32.0,40.0,232.0,32.0,40.0,2.0,2.0,0.0,3.0,3.0,15.0,0.0,0.0,0.0,0.0,666360.73351,64896.0,64320.0,502.0,502.0,client->server,attack,ssrf_https,2023-09-08 04:51:30
CVT3mi3XRSBPpwJWY6,192.168.100.218,172.67.10.39,ssl,0.106498,11.0,18.0,3.0,13.0,103.288322,169.017254,272.305576,1.636364,360.0,32.0,40.0,584.0,32.0,40.0,2.0,2.0,0.0,3.0,12.0,28.0,0.0,0.0,0.0,0.0,594705.987083,64896.0,65160.0,774.0,7.0,server->internet,attack,ssrf_https,2023-09-08 13:55:48
Cab6g745GZczhpti7g,192.168.100.99,192.168.100.218,ssl,0.002541,8.0,7.0,3.0,3.0,3148.581402,2755.008727,5903.590129,0.875,264.0,32.0,40.0,232.0,32.0,40.0,2.0,2.0,0.0,3.0,3.0,14.0,0.0,0.0,0.0,0.0,1222830.301961,64896.0,64320.0,502.0,502.0,client->server,attack,ssrf_https,2023-09-07 07:07:38
CazhmrKR4pu5RENwl,192.168.100.49,192.168.100.218,ssl,3.07874,83.0,87.0,28.0,64.0,26.959082,28.258315,55.217396,1.048193,2664.0,32.0,40.0,2792.0,32.0,40.0,2.0,2.0,0.0,28.0,62.0,169.0,0.0,0.0,0.0,0.0,149855.14131,64896.0,64320.0,5615.0,502.0,client->server,attack,ssrf_https,2023-09-09 18:54:57
CrWrCMOxFKZKAZMs3,192.168.100.49,192.168.100.218,ssl,3.32001,38.0,38.0,12.0,28.0,11.445748,11.445748,22.891496,1.0,1200.0,20.0,40.0,1224.0,32.0,40.0,2.0,2.0,2.0,12.0,27.0,73.0,0.0,0.0,0.0,0.0,30028.522335,64896.0,64320.0,0.0,502.0,client->server,attack,ssrf_https,2023-09-07 17:28:12
a_Csg8wy47th1Jd966W7,192.168.100.31,131.173.16.37,ssl,0.68373,16.0,13.0,7.0,8.0,23.401054,19.013356,42.41441,0.8125,520.0,32.0,40.0,424.0,32.0,40.0,2.0,2.0,0.0,7.0,8.0,28.0,0.0,0.0,0.0,0.0,38681.942244,64896.0,28960.0,502.0,243.0,client->internet,attack,ssrf_https,2023-07-15 23:43:52
Cbgsat4yH2O9z90Snk,192.168.100.23,192.168.100.218,ssl,2.966329,66.0,64.0,25.0,45.0,22.249725,21.57549,43.825215,0.969697,2120.0,32.0,40.0,2056.0,32.0,40.0,2.0,2.0,0.0,25.0,45.0,129.0,0.0,0.0,0.0,0.0,95509.639502,64896.0,64320.0,3197.0,502.0,client->server,attack,ssrf_https,2023-09-06 21:10:25
CRl3H94q5vS9kygS61,192.168.100.49,192.168.100.218,ssl,2.986646,63.0,57.0,19.0,48.0,21.093896,19.084954,40.17885,0.904762,2024.0,32.0,40.0,1832.0,32.0,40.0,2.0,2.0,0.0,19.0,48.0,119.0,0.0,0.0,0.0,0.0,139297.060576,64896.0,64320.0,5444.0,502.0,client->server,attack,ssrf_https,2023-09-06 15:38:49
CKUZVl3OWq4gBLWXs,192.168.100.218,172.67.189.152,ssl,0.0826,9.0,12.0,3.0,6.0,108.958684,145.278245,254.236929,1.333333,296.0,32.0,40.0,392.0,32.0,40.0,2.0,2.0,0.0,3.0,6.0,20.0,0.0,0.0,0.0,0.0,110108.803233,64896.0,65160.0,502.0,7.0,server->internet,attack,ssrf_https,2023-09-06 19:48:13
CH7reX1PTAaf50Ghlj,192.168.100.99,192.168.100.218,ssl,3.700247,84.0,83.0,15.0,72.0,22.701188,22.430936,45.132125,0.988095,2696.0,32.0,40.0,2664.0,32.0,40.0,2.0,2.0,0.0,15.0,72.0,166.0,0.0,0.0,0.0,0.0,235486.994389,64896.0,64320.0,1789.0,502.0,client->server,attack,ssrf_https,2023-09-10 07:30:38
Ck739k3FHhuRKirJWa,192.168.100.99,192.168.100.218,ssl,3.042294,62.0,71.0,19.0,57.0,20.379358,23.337652,43.717011,1.145161,1992.0,32.0,40.0,2280.0,32.0,40.0,2.0,2.0,0.0,19.0,57.0,132.0,0.0,0.0,0.0,0.0,212379.866838,64896.0,64320.0,1811.0,502.0,client->server,attack,ssrf_https,2023-09-06 20:47:03
CyIM2z1SQhJC3F0gU,192.168.100.99,192.168.100.218,ssl,2.799124,49.0,46.0,15.0,35.0,17.505477,16.433713,33.93919,0.938776,1576.0,32.0,40.0,1480.0,32.0,40.0,2.0,2.0,0.0,15.0,35.0,94.0,0.0,0.0,0.0,0.0,68924.777834,64896.0,64320.0,2198.0,502.0,client->server,attack,ssrf_https,2023-09-08 15:16:46
CITnXG3sRC3wh6p3Gl,192.168.100.104,192.168.100.218,ssl,3.175438,60.0,57.0,13.0,45.0,18.895032,17.95028,36.845312,0.95,1928.0,32.0,40.0,1832.0,32.0,40.0,2.0,2.0,0.0,13.0,44.0,116.0,0.0,0.0,0.0,0.0,148009.506332,64896.0,64320.0,5593.0,502.0,client->server,attack,ssrf_https,2023-09-06 23:26:59
a_Cxtc3tH6u2Cxqjs59,192.168.100.49,192.168.100.218,ssl,2.911819,77.0,75.0,24.0,56.0,26.443952,25.757096,52.201047,0.974026,2472.0,32.0,40.0,2408.0,32.0,40.0,2.0,2.0,0.0,24.0,55.0,151.0,0.0,0.0,0.0,0.0,184199.980654,64896.0,64320.0,1728.0,683.0,client->server,attack,ssrf_https,2023-07-10 16:20:23
Cu9QEY3sp4PQvOXkD2,192.168.100.104,192.168.100.218,ssl,2.210917,76.0,78.0,24.0,56.0,34.374877,35.279479,69.654356,1.026316,2416.0,20.0,40.0,2504.0,32.0,40.0,2.0,2.0,2.0,24.0,56.0,151.0,0.0,0.0,0.0,0.0,180981.91869,64896.0,64320.0,0.0,502.0,client->server,attack,ssrf_https,2023-09-09 15:32:21
CUTAlO1aPpV9tTaFy2,192.168.100.31,192.168.100.218,ssl,3.008702,72.0,73.0,15.0,60.0,23.930587,24.262956,48.193543,1.013889,2312.0,32.0,40.0,2344.0,32.0,40.0,2.0,2.0,0.0,15.0,60.0,144.0,0.0,0.0,0.0,0.0,221916.309457,64896.0,64320.0,6026.0,502.0,client->server,attack,ssrf_https,2023-09-09 15:10:44
CTI0O34dnmNA8NidVd,192.168.100.104,192.168.100.218,ssl,0.050136,10.0,7.0,3.0,3.0,199.45712,139.619984,339.077105,0.7,328.0,32.0,40.0,232.0,32.0,40.0,2.0,2.0,0.0,3.0,3.0,16.0,0.0,0.0,0.0,0.0,63467.25568,64896.0,64320.0,502.0,502.0,client->server,attack,ssrf_https,2023-09-09 15:33:29
C2eQsz45u5D7YKh809,192.168.100.115,192.168.100.218,ssl,0.009534,9.0,6.0,3.0,3.0,944.0016,629.3344,1573.336001,0.666667,296.0,32.0,40.0,200.0,32.0,40.0,2.0,2.0,0.0,3.0,3.0,14.0,0.0,0.0,0.0,0.0,214393.252376,64896.0,64320.0,502.0,502.0,client->server,attack,ssrf_https,2023-09-08 16:20:55
CcCKdb3ORJRNwyYNI9,192.168.100.218,172.67.189.152,ssl,0.044225,9.0,10.0,3.0,7.0,203.504909,226.116565,429.621474,1.111111,296.0,32.0,40.0,328.0,32.0,40.0,2.0,2.0,0.0,3.0,7.0,18.0,0.0,0.0,0.0,0.0,205630.404252,64896.0,65160.0,502.0,7.0,server->internet,attack,ssrf_https,2023-09-07 17:58:31
CIrkX73Wvf2wqI4aP6,192.168.100.115,192.168.100.218,ssl,0.783962,37.0,39.0,12.0,28.0,47.196164,49.747308,96.943473,1.054054,1192.0,32.0,40.0,1256.0,32.0,40.0,2.0,2.0,0.0,12.0,28.0,75.0,0.0,0.0,0.0,0.0,310744.648946,64896.0,64320.0,2681.0,502.0,client->server,attack,ssrf_https,2023-09-07 15:07:54
Cc0TWD348RFETsvW7,192.168.100.104,192.168.100.218,ssl,3.399096,69.0,71.0,29.0,49.0,20.299515,20.887907,41.187421,1.028986,2192.0,20.0,40.0,2280.0,32.0,40.0,2.0,2.0,2.0,29.0,48.0,137.0,0.0,0.0,0.0,0.0,82954.997151,64896.0,64320.0,0.0,502.0,client->server,attack,ssrf_https,2023-09-08 14:53:35
CGygAerooq91rkPQl,192.168.100.99,192.168.100.218,ssl,3.213291,63.0,59.0,22.0,45.0,19.606068,18.361238,37.967306,0.936508,2024.0,32.0,40.0,1896.0,32.0,40.0,2.0,2.0,0.0,22.0,43.0,121.0,0.0,0.0,0.0,0.0,68381.918974,64896.0,64320.0,1615.0,502.0,client->server,attack,ssrf_https,2023-09-06 22:45:09
