uid,src_ip,dst_ip,service,flow_duration,fwd_pkts_tot,bwd_pkts_tot,fwd_data_pkts_tot,bwd_data_pkts_tot,fwd_pkts_per_sec,bwd_pkts_per_sec,flow_pkts_per_sec,down_up_ratio,fwd_header_size_tot,fwd_header_size_min,fwd_header_size_max,bwd_header_size_tot,bwd_header_size_min,bwd_header_size_max,flow_FIN_flag_count,flow_SYN_flag_count,flow_RST_flag_count,fwd_PSH_flag_count,bwd_PSH_flag_count,flow_ACK_flag_count,fwd_URG_flag_count,bwd_URG_flag_count,flow_CWR_flag_count,flow_ECE_flag_count,payload_bytes_per_second,fwd_init_window_size,bwd_init_window_size,fwd_last_window_size,bwd_last_window_size,traffic_direction,attack,attack_type,timestamp
a_CtQqjB2eN0kuMIZ3L5,192.168.100.49,192.168.100.218,ssl,0.750675,44.0,46.0,9.0,36.0,58.613917,61.278186,119.892103,1.045455,1416.0,32.0,40.0,1480.0,32.0,40.0,2.0,2.0,0.0,9.0,36.0,89.0,0.0,0.0,0.0,0.0,595488.090098,64896.0,64320.0,1980.0,502.0,client->server,attack,revshell_https,2023-08-12 05:29:32
a_C0h8Ff2DMTbNdnUSFg,192.168.100.104,192.168.100.218,ssl,173.561442,85.0,93.0,18.0,76.0,0.48974,0.535833,1.025573,1.094118,2740.0,32.0,44.0,2972.0,20.0,40.0,2.0,2.0,1.0,18.0,75.0,176.0,0.0,0.0,0.0,0.0,4083.493386,64896.0,64320.0,3824.0,0.0,client->server,attack,revshell_https,2023-08-13 20:21:59
C4wwCBXx1FGuAY3Zk,192.168.100.23,192.168.100.218,ssl,0.400612,25.0,21.0,8.0,15.0,62.404503,52.419783,114.824286,0.84,808.0,32.0,40.0,680.0,32.0,40.0,2.0,2.0,0.0,8.0,15.0,45.0,0.0,0.0,0.0,0.0,131583.638919,64896.0,64320.0,629.0,502.0,client->server,attack,revshell_https,2023-09-08 07:29:18
C5ZS914fgxmJPoClP,192.168.100.99,104.21.89.158,,0.057094,7.0,9.0,7.0,9.0,122.605131,157.635168,280.240298,1.285714,56.0,8.0,8.0,72.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137317.74618,0.0,0.0,0.0,0.0,client->internet,attack,revshell_https,2023-09-10 07:31:30
CLVf7c3ewEPdyYrVOf,192.168.100.23,192.168.100.218,ssl,167.164077,28.0,25.0,9.0,16.0,0.1675,0.149554,0.317054,0.892857,904.0,32.0,40.0,796.0,20.0,40.0,1.0,2.0,1.0,9.0,16.0,51.0,0.0,0.0,0.0,0.0,498.211108,64896.0,64320.0,1023.0,0.0,client->server,attack,revshell_https,2023-09-06 19:48:28
CuIoUs1mt9nwSLLbte,192.168.100.23,192.168.100.218,ssl,0.362924,19.0,23.0,8.0,14.0,52.352579,63.374174,115.726753,1.210526,592.0,20.0,40.0,744.0,32.0,40.0,2.0,2.0,2.0,8.0,14.0,39.0,0.0,0.0,0.0,0.0,228466.653789,64896.0,64320.0,0.0,502.0,client->server,attack,revshell_https,2023-09-08 06:01:35
CExrVE1wNZNk1l3CX2,192.168.100.104,192.168.100.218,ssl,166.722765,27.0,26.0,9.0,19.0,0.161945,0.155948,0.317893,0.962963,872.0,32.0,40.0,828.0,20.0,40.0,1.0,2.0,1.0,9.0,19.0,51.0,0.0,0.0,0.0,0.0,833.647402,64896.0,64320.0,539.0,0.0,client->server,attack,revshell_https,2023-09-08 11:25:38
a_CTJWwNBQI7vAbH8ya,192.168.100.23,192.168.100.218,ssl,174.711598,84.0,89.0,26.0,64.0,0.480792,0.509411,0.990203,1.059524,2696.0,32.0,40.0,2844.0,20.0,40.0,1.0,2.0,1.0,26.0,64.0,171.0,0.0,0.0,0.0,0.0,3023.021972,64896.0,64320.0,1993.0,0.0,client->server,attack,revshell_https,2023-08-10 07:17:59
a_C0RYVc4vSFPRq68S9j,192.168.100.99,192.168.100.218,ssl,167.439024,51.0,52.0,15.0,38.0,0.304588,0.310561,0.615149,1.019608,1652.0,32.0,44.0,1660.0,20.0,40.0,2.0,2.0,1.0,15.0,38.0,101.0,0.0,0.0,0.0,0.0,2099.868905,64896.0,64320.0,4264.0,0.0,client->server,attack,revshell_https,2023-08-12 11:28:16
C0kgEA3Mk5WdSrBUpk,192.168.100.115,192.168.100.218,ssl,168.683898,88.0,91.0,29.0,69.0,0.521686,0.539471,1.061156,1.034091,2836.0,32.0,44.0,2908.0,20.0,40.0,2.0,2.0,1.0,29.0,68.0,177.0,0.0,0.0,0.0,0.0,4084.12426,64896.0,64320.0,4338.0,0.0,client->server,attack,revshell_https,2023-09-10 00:34:58
CAPUXv3VHxmct7Dju9,192.168.100.49,192.168.100.218,ssl,0.362613,30.0,29.0,12.0,19.0,82.732839,79.975078,162.707917,0.966667,944.0,20.0,40.0,936.0,32.0,40.0,2.0,2.0,2.0,12.0,19.0,56.0,0.0,0.0,0.0,0.0,384291.281133,64896.0,64320.0,0.0,502.0,client->server,attack,revshell_https,2023-09-08 09:28:30
CZR93I3AOu1keUPD04,192.168.100.31,192.168.100.218,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,502.0,0.0,502.0,0.0,client->server,attack,revshell_https,2023-09-08 06:28:30
CuoC893G39Z7T7Wuaj,192.168.100.49,104.21.89.158,ssl,400.96977,40.0,47.0,8.0,30.0,0.099758,0.117216,0.216974,1.175,1324.0,32.0,44.0,1512.0,32.0,40.0,2.0,2.0,0.0,8.0,27.0,86.0,0.0,0.0,0.0,0.0,263.820387,64896.0,65160.0,1322.0,7.0,client->internet,attack,revshell_https,2023-09-07 13:02:31
CJq9223H5MZlYkfiz6,192.168.100.31,192.168.100.218,ssl,167.819146,33.0,36.0,11.0,24.0,0.19664,0.214517,0.411157,1.090909,1064.0,32.0,40.0,1148.0,20.0,40.0,1.0,2.0,1.0,11.0,24.0,67.0,0.0,0.0,0.0,0.0,838.027145,64896.0,64320.0,986.0,0.0,client->server,attack,revshell_https,2023-09-09 21:43:34
CEKHmU1TxbYiUwnRn1,192.168.100.104,192.168.100.218,ssl,170.077765,73.0,79.0,24.0,57.0,0.429215,0.464493,0.893709,1.082192,2344.0,32.0,40.0,2524.0,20.0,40.0,1.0,2.0,1.0,24.0,56.0,150.0,0.0,0.0,0.0,0.0,2169.207715,64896.0,64320.0,2670.0,0.0,client->server,attack,revshell_https,2023-09-10 01:33:30
ChYwvC4OZ3Oq1aemYl,192.168.100.115,192.168.100.218,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,502.0,0.0,502.0,0.0,client->server,attack,revshell_https,2023-09-07 13:53:11
C5uM38ivMKIMuLm93,192.168.100.49,192.168.100.218,ssl,0.607368,16.0,16.0,6.0,9.0,26.343173,26.343173,52.686346,1.0,496.0,20.0,40.0,520.0,32.0,40.0,2.0,2.0,2.0,6.0,9.0,29.0,0.0,0.0,0.0,0.0,57250.30037,64896.0,64320.0,0.0,502.0,client->server,attack,revshell_https,2023-09-08 04:08:11
a_CdfREd11omhGnXCw7j,192.168.100.49,192.168.100.218,ssl,14.871329,56.0,51.0,11.0,45.0,3.765635,3.429418,7.195053,0.910714,1800.0,32.0,40.0,1640.0,32.0,40.0,2.0,2.0,0.0,11.0,45.0,106.0,0.0,0.0,0.0,0.0,34861.174653,64896.0,64320.0,5473.0,502.0,client->server,attack,revshell_https,2023-07-10 12:00:17
CaXZ1KnchxSYWX2M1,192.168.100.23,192.168.100.218,ssl,0.008889,9.0,6.0,3.0,3.0,1012.464757,674.976505,1687.441262,0.666667,296.0,32.0,40.0,200.0,32.0,40.0,2.0,2.0,0.0,3.0,3.0,14.0,0.0,0.0,0.0,0.0,351437.766763,64896.0,64320.0,502.0,502.0,client->server,attack,revshell_https,2023-09-08 04:24:22
C059e64BbeG4uajtBi,192.168.100.23,192.168.100.218,ssl,0.002389,9.0,7.0,3.0,3.0,3766.962978,2929.860094,6696.823072,0.777778,296.0,32.0,40.0,232.0,32.0,40.0,2.0,2.0,0.0,3.0,3.0,15.0,0.0,0.0,0.0,0.0,1315507.182118,64896.0,64320.0,502.0,502.0,client->server,attack,revshell_https,2023-09-07 21:49:25
CRD4i12BrQly2gSCI2,192.168.100.31,192.168.100.218,ssl,0.009758,9.0,6.0,3.0,3.0,922.320563,614.880375,1537.200938,0.666667,296.0,32.0,40.0,200.0,32.0,40.0,2.0,2.0,0.0,3.0,3.0,14.0,0.0,0.0,0.0,0.0,207419.646599,64896.0,64320.0,502.0,502.0,client->server,attack,revshell_https,2023-09-08 14:53:09
C6uXwrJz7Ms259iV4,192.168.100.31,192.168.100.218,ssl,114.350308,50.0,47.0,11.0,40.0,0.437253,0.411018,0.848271,0.94,1608.0,32.0,40.0,1512.0,32.0,40.0,1.0,2.0,1.0,11.0,40.0,96.0,0.0,0.0,0.0,0.0,3784.449792,64896.0,64320.0,3892.0,502.0,client->server,attack,revshell_https,2023-09-07 03:21:45
CwtN2K1hZkA3wUsus5,192.168.100.115,192.168.100.218,ssl,0.674607,28.0,27.0,11.0,17.0,41.505645,40.0233,81.528945,0.964286,904.0,32.0,40.0,872.0,32.0,40.0,0.0,2.0,1.0,11.0,17.0,54.0,0.0,0.0,0.0,0.0,133765.280897,64896.0,64320.0,701.0,502.0,client->server,attack,revshell_https,2023-09-08 01:49:50
Cnvbwl1XlD02bWosLk,192.168.100.115,192.168.100.218,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,502.0,0.0,502.0,0.0,client->server,attack,revshell_https,2023-09-07 13:53:11
Cu2bI03LKJYSokqPdc,192.168.100.49,192.168.100.218,ssl,166.867599,30.0,27.0,7.0,21.0,0.179783,0.161805,0.341588,0.9,992.0,32.0,44.0,860.0,20.0,40.0,1.0,2.0,1.0,7.0,21.0,55.0,0.0,0.0,0.0,0.0,1200.898204,64896.0,64320.0,2596.0,0.0,client->server,attack,revshell_https,2023-09-08 06:13:28
C8U1qZ1mYQtB2DpKSc,192.168.100.49,104.21.89.158,ssl,400.847769,45.0,45.0,8.0,28.0,0.112262,0.112262,0.224524,1.0,1448.0,32.0,40.0,1448.0,32.0,40.0,2.0,2.0,0.0,8.0,28.0,89.0,0.0,0.0,0.0,0.0,253.986695,64896.0,65160.0,1446.0,7.0,client->internet,attack,revshell_https,2023-09-07 07:57:27
a_CaB2YMwBzxnOnymVd,192.168.100.99,192.168.100.218,ssl,173.091736,61.0,60.0,17.0,46.0,0.352414,0.346637,0.699051,0.983607,1972.0,32.0,44.0,1916.0,20.0,40.0,2.0,2.0,1.0,17.0,46.0,119.0,0.0,0.0,0.0,0.0,1939.2087,64896.0,64320.0,2859.0,0.0,client->server,attack,revshell_https,2023-08-13 01:56:05
CeeZQb1pWyOuhLuEU8,192.168.100.99,192.168.100.218,ssl,168.530253,50.0,53.0,9.0,42.0,0.296683,0.314484,0.611166,1.06,1608.0,32.0,40.0,1692.0,20.0,40.0,1.0,2.0,1.0,9.0,42.0,101.0,0.0,0.0,0.0,0.0,3043.862992,64896.0,64320.0,2256.0,0.0,client->server,attack,revshell_https,2023-09-08 09:16:25
Cp993FqQnbM9AXNZ,192.168.100.115,192.168.100.218,ssl,169.296828,66.0,67.0,17.0,52.0,0.389848,0.395755,0.785602,1.015152,2120.0,32.0,40.0,2140.0,20.0,40.0,1.0,2.0,1.0,17.0,52.0,131.0,0.0,0.0,0.0,0.0,2452.142812,64896.0,64320.0,3721.0,0.0,client->server,attack,revshell_https,2023-09-06 19:29:23
CsIC9p4Z2699x8TDW7,192.168.100.115,192.168.100.218,ssl,0.671917,26.0,26.0,7.0,18.0,38.695258,38.695258,77.390515,1.0,840.0,32.0,40.0,840.0,32.0,40.0,2.0,2.0,0.0,7.0,18.0,51.0,0.0,0.0,0.0,0.0,185079.417687,64896.0,64320.0,1194.0,502.0,client->server,attack,revshell_https,2023-09-07 19:02:46
CzwcPb3dtQI6aHwP7e,192.168.100.23,192.168.100.218,ssl,0.608874,22.0,19.0,10.0,11.0,36.13228,31.205151,67.33743,0.863636,688.0,20.0,40.0,616.0,32.0,40.0,2.0,2.0,2.0,10.0,11.0,38.0,0.0,0.0,0.0,0.0,58746.15956,64896.0,64320.0,0.0,502.0,client->server,attack,revshell_https,2023-09-10 11:38:07
CuKowl1aFT71my1wxb,192.168.100.23,192.168.100.218,ssl,167.886446,49.0,53.0,8.0,46.0,0.291864,0.31569,0.607554,1.081633,1588.0,32.0,44.0,1692.0,20.0,40.0,1.0,2.0,1.0,8.0,46.0,100.0,0.0,0.0,0.0,0.0,3439.491476,64896.0,64320.0,1888.0,0.0,client->server,attack,revshell_https,2023-09-08 10:16:27
a_CPbO8o2bmVsQBq5cqc,192.168.100.115,104.22.26.77,ssl,11.272737,18.0,50.0,8.0,43.0,1.596773,4.43548,6.032253,2.777778,584.0,32.0,40.0,1608.0,32.0,40.0,2.0,2.0,0.0,8.0,43.0,67.0,0.0,0.0,0.0,0.0,3322.174545,64896.0,65160.0,502.0,8.0,client->internet,attack,revshell_https,2023-07-16 22:43:10
CvcMZf1iQMld73eMCi,192.168.100.31,192.168.100.218,ssl,0.590701,20.0,21.0,8.0,12.0,33.858071,35.550975,69.409046,1.05,624.0,20.0,40.0,680.0,32.0,40.0,2.0,2.0,2.0,8.0,12.0,38.0,0.0,0.0,0.0,0.0,87123.588766,64896.0,64320.0,0.0,502.0,client->server,attack,revshell_https,2023-09-07 17:56:23
ChFaCw1t2gXlTLUjLb,192.168.100.31,192.168.100.218,ssl,0.532282,19.0,18.0,4.0,13.0,35.695357,33.816654,69.512011,0.947368,592.0,20.0,40.0,584.0,32.0,40.0,2.0,2.0,2.0,4.0,13.0,34.0,0.0,0.0,0.0,0.0,181287.323877,64896.0,64320.0,0.0,502.0,client->server,attack,revshell_https,2023-09-07 08:17:24
CrORLn3RFDAbCEiO1k,192.168.100.115,192.168.100.218,ssl,166.826074,32.0,31.0,7.0,22.0,0.191817,0.185822,0.377639,0.96875,1032.0,32.0,40.0,988.0,20.0,40.0,1.0,2.0,1.0,7.0,21.0,61.0,0.0,0.0,0.0,0.0,436.946086,64896.0,64320.0,502.0,0.0,client->server,attack,revshell_https,2023-09-06 15:38:00
a_CryUOEamKcJv36s8i,192.168.100.23,192.168.100.218,ssl,0.038453,9.0,7.0,3.0,3.0,234.052789,182.041058,416.093847,0.777778,296.0,32.0,40.0,232.0,32.0,40.0,2.0,2.0,0.0,3.0,3.0,15.0,0.0,0.0,0.0,0.0,80878.2416,64896.0,64320.0,502.0,502.0,client->server,attack,revshell_https,2023-08-10 06:49:20
a_C3YNCZ19sMqRQXjB9f,192.168.100.49,192.168.100.218,ssl,13.393208,70.0,72.0,21.0,59.0,5.22653,5.375859,10.602389,1.028571,2248.0,32.0,40.0,2312.0,32.0,40.0,2.0,2.0,0.0,21.0,59.0,141.0,0.0,0.0,0.0,0.0,39728.421182,64896.0,64320.0,1987.0,502.0,client->server,attack,revshell_https,2023-07-10 22:32:42
CQAz8uxh2enUUXqU8,192.168.100.99,192.168.100.218,ssl,0.367531,25.0,28.0,7.0,20.0,68.021506,76.184087,144.205592,1.12,784.0,20.0,40.0,904.0,32.0,40.0,2.0,2.0,2.0,7.0,18.0,50.0,0.0,0.0,0.0,0.0,403076.397484,64896.0,64320.0,0.0,502.0,client->server,attack,revshell_https,2023-09-07 19:19:56
C5uIcU2RZzzQWaPuui,192.168.100.115,192.168.100.218,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,502.0,0.0,502.0,0.0,client->server,attack,revshell_https,2023-09-08 13:09:31
